date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:23	28290/28290	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:22%20GMT	http://gramziu.pl/phpBB/index.php?style=5&style=5&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/index0563.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:23	45418/45418	---M--	200	added ('OK')	image/jpeg	etag:%22b16a-5730bcf9-992a126cd1fedae6%22	http://gramziu.pl/phpBB/styles/anami/theme/images/rate_it.jpg	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/theme/images/rate_it.jpg	(from http://gramziu.pl/phpBB/?style=5)
09:55:23	27626/27626	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:23%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=1&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum227f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:23	20682/20682	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:23%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=2&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumc1d5.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:24	19174/19174	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:24%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=2&p=2&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopicbf6e.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:25	13749/13749	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:24%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=2&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist8582.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:25	28567/28567	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:25%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=3&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum87f5.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:30	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:30%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=50&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist3a06.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:31	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2018%20May%202017%2004:25:31%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=5&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumc8fb.php	(from http://gramziu.pl/phpBB/?style=5)
09:55:35	46862/46862	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:25%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=3&p=69&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopica167.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:36	22962/22962	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:35%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=6&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum4a1a.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:36	20791/20791	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:36%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=7&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum97de.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:37	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:36%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=51&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberliste63a.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:37	20788/20788	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:37%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=8&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum9491.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:38	28570/28570	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:38%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=8&p=71&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopicb111.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:38	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:38%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=52&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist23a2.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:39	20792/20792	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:39%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=9&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum8c31.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:39	26367/26367	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:39%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=9&p=72&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic3f8b.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:39	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:39%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=53&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist473d.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:40	27299/27299	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:40%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=10&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum6ab1.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:40	20895/20895	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:40%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=11&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum4f26.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:41	29235/29235	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:41%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=11&p=77&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic055f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:41	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:41%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=56&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist1b4f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:42	22804/22804	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:42%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=12&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum58a0.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:43	19308/19308	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:42%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=13&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumce6a.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:43	19312/19312	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:43%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=14&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumc18c.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:44	25179/25179	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:43%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=12&p=73&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic19cd.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:44	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:44%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=54&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlistf0c9.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:45	20953/20953	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:44%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=16&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum6cab.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:45	24000/24000	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:45%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=16&p=75&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic4c69.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:46	21175/21175	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:46%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=17&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumd7af.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:47	22379/22379	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:46%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=17&p=76&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic6d2f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:47	13750/13750	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:47%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=55&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlistd84f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:47	13712/13712	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:47%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=group&g=5&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlistf010.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:48	13712/13712	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:47%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=group&g=4&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist20bd.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:48	13712/13712	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:48%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=group&g=2&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist78c0.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:48	13752/13752	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:48%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=viewprofile&u=1450&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist4d5f.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:50	12115/12115	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:49%20GMT	http://gramziu.pl/phpBB/ucp.php?style=5&mode=delete_cookies&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/ucpc0b7.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:50	13742/13742	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:50%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=team&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberliste118.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:51	13518/13518	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:50%20GMT	http://gramziu.pl/phpBB/memberlist.php?style=5&mode=contactadmin&sid=078bc427d0fe3325946ee755259d7382	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/memberlist87dd.html	(from http://gramziu.pl/phpBB/?style=5)
09:55:55	44643/44643	---M-Z	200	added ('OK')	application/javascript	etag:%22ae63-56ce03e6-fe0b4f8fd80217ad%22	http://gramziu.pl/phpBB/assets/javascript/core.js?assets_version=174	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/assets/javascript/core6148.js	(from http://gramziu.pl/phpBB/?style=5)
09:55:55	23827/23827	---M-Z	200	added ('OK')	application/javascript	etag:%225d13-5730bcf3-d4c0f220a5b2f103%22	http://gramziu.pl/phpBB/styles/anami/template/forum_fn.js?assets_version=174	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/template/forum_fn6148.js	(from http://gramziu.pl/phpBB/?style=5)
09:55:56	96381/96381	---M-Z	200	added ('OK')	application/javascript	etag:%221787d-54ecbeec-28a9f60dec02259f%22	http://gramziu.pl/phpBB/assets/javascript/jquery.min.js?assets_version=174	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/assets/javascript/jquery.min6148.js	(from http://gramziu.pl/phpBB/?style=5)
09:55:56	2143/2143	---M-Z	200	added ('OK')	image/svg+xml	etag:%2285f-5730bcf9-a2b33726fee649a6%22	http://gramziu.pl/phpBB/styles/anami/theme/images/site_logo.svg	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/theme/images/site_logo.svg	(from http://gramziu.pl/phpBB/styles/anami/theme/stylesheet.css?assets_version=174)
09:55:57	12619/12619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2018%20May%202017%2004:25:57%20GMT	http://gramziu.pl/phpBB/styles/anami/theme/chosen-sprite.png	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/theme/chosen-sprite.png	(from http://gramziu.pl/phpBB/styles/anami/theme/stylesheet.css?assets_version=174)
09:55:57	96381/96381	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	E:/My%20Web%20Sites/Thisun1/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from http://gramziu.pl/phpBB/?style=5)
09:55:58	12627/12627	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20May%202017%2004:25:57%20GMT	http://gramziu.pl/phpBB/styles/anami/theme/chosen-sprite@2x.png	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/theme/chosen-sprite@2x.png	(from http://gramziu.pl/phpBB/styles/anami/theme/stylesheet.css?assets_version=174)
09:55:58	12702/12702	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20May%202017%2004:25:58%20GMT	http://gramziu.pl/phpBB/styles/anami/theme/images/icon_back_top.gif	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/styles/anami/theme/images/icon_back_top.gif	(from http://gramziu.pl/phpBB/styles/anami/theme/colours.css?assets_version=174)
09:55:59	28278/28278	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:25:59%20GMT	http://gramziu.pl/phpBB/index.php?style=5	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/index50ba-2.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:00	13734/13734	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:00%20GMT	http://gramziu.pl/phpBB/ucp.php?style=5&mode=login	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/ucp19e8.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:00	14804/14804	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:00%20GMT	http://gramziu.pl/phpBB/ucp.php?style=5&mode=register	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/ucpd0e5.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:01	16276/16276	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:01%20GMT	http://gramziu.pl/phpBB/search.php?style=5	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/search50ba.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:02	23896/23896	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:01%20GMT	http://gramziu.pl/phpBB/search.php?style=5&search_id=unanswered	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/search279c.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:02	15027/15027	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:02%20GMT	http://gramziu.pl/phpBB/search.php?style=5&search_id=active_topics	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/search75b7.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:02	12796/12796	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:02%20GMT	http://gramziu.pl/phpBB/ucp.php?style=5&mode=sendpassword	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/ucpb467.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:03	28290/28290	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:03%20GMT	http://gramziu.pl/phpBB/index.php?style=5&style=5	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/indexfc5a.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:03	27626/27626	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:03%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=1	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforumc907.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:04	20682/20682	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:03%20GMT	http://gramziu.pl/phpBB/viewforum.php?style=5&f=2	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewforum3852.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
09:56:04	19174/19174	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2004:26:04%20GMT	http://gramziu.pl/phpBB/viewtopic.php?style=5&f=2&p=2	E:/My%20Web%20Sites/Thisun1/gramziu.pl/phpBB/viewtopic15d9.html	(from http://gramziu.pl/phpBB/index.php?style=5&sid=078bc427d0fe3325946ee755259d7382)
